No,Nama pemilik,Nama Toko,Produk,Nama akun pembeli,Profil gambar akun,Deteksi Akun,Review /Komentar,Rating bintang,Sentimen,Source,Data_Review,Month,YEAR,LINK,,,,,,,,,,,,,,,,,,,,
1025,,,,,,,saya sk blnja di shopee ga perlu keluar rmh ttinggal pesen barang dateng??????????,,POSITIF,SHOPEE,02/12/2022,December,2022,,,,,,,,,,,,,,,,,,,,,
1026,,,,,,,"Berbelanja di shopee sangat menguntungkan dari segi harga dan gratis ongkir setiap harinya, dan untuk pencarian barang yang tidak ada di daerah saya dapat di cari di shopee dan banyak lagi barang yang ditawarkan. Trims shopee.",,POSITIF,SHOPEE,03/12/2022,December,2022,,,,,,,,,,,,,,,,,,,,,
1027,,,,,,,enak belanja pakai shopee,,POSITIF,SHOPEE,13/12/2022,December,2022,,,,,,,,,,,,,,,,,,,,,
1028,,,,,,,Saya kasih bintang lima (5) buat aplikasi shopee nya . Sangat rekomendasi banget deh tidak mengecewakan pelanggannya.???? Terimakasih Shopee.???? Tambahin lagi bonus nya buat saya ya kak.???? Tapi saya belanja di Shopee belum pernah dapat hadiah HP Canggih sih kak.,,POSITIF,SHOPEE,16/12/2022,December,2022,,,,,,,,,,,,,,,,,,,,,
1029,,,,,,,Tidak suka sama pengiriman Shopee experss suka nanya alamat tapi marah2 di kasih tau ngeyel.. Masih mending j&t baik ramah,,NEGATIF,SHOPEE,21/12/2022,December,2022,,,,,,,,,,,,,,,,,,,,,
1030,,,,,,,Lumayan deh shopee sekarang sering2 bikin event ya,,POSITIF,SHOPEE,24/12/2022,December,2022,,,,,,,,,,,,,,,,,,,,,
1031,,,,,,,Aplikasi bodoh....gw waktu 12.12 begadang buat dapatin diskon tapi alamat gk tertera di shopee udh seneng diskon tapi bege banget,,NEGATIF,SHOPEE,30/12/2022,December,2022,,,,,,,,,,,,,,,,,,,,,
1032,,,,,,,"gila jadi deg2an gak sih? tp ini kaya gimana ya, untung ane ga pernah pake tokped sih gan",,NEGATIF,TOKOPEDIA,04/01/2020,January,2020,,,,,,,,,,,,,,,,,,,,,
1033,,,,,,,Pemesanan dan program pemerintah di rumah aja tambah makin enak,,POSITIF,TOKOPEDIA,05/01/2020,January,2020,,,,,,,,,,,,,,,,,,,,,
1034,,,,,,,astagfirullah,,NEGATIF,TOKOPEDIA,08/01/2020,January,2020,,,,,,,,,,,,,,,,,,,,,
1035,,,,,,,Saya udh kecewa banget... Uang saya belum kembali soal pesanan,,NEGATIF,TOKOPEDIA,13/01/2020,January,2020,,,,,,,,,,,,,,,,,,,,,
1036,,,,,,,"KECEWA DENGAN PERUBAHAN EKSPEDISI PENGIRIMANNYA!!!!!!!! BUKANNYA CEPET MALAH TAMBAH LAMA, BUKANNYA ONGKIRNYA MURAH MALAH MAHAL!!!!!!!!",,NEGATIF,TOKOPEDIA,16/01/2020,January,2020,,,,,,,,,,,,,,,,,,,,,
1037,,,,,,,"No system is safe
 
 Quote film ""who am I""
 
 Rutin mengganti password aja cuma memperkecil resiko walaupun resiko tetap ada. Dulu ane kerja di Bank ada peraturan seminggu sekali ganti password. Karena akun ane bisa akses semua data nasabah.",,NEGATIF,TOKOPEDIA,23/01/2020,January,2020,,,,,,,,,,,,,,,,,,,,,
1038,,,,,,,Tambahin promo min,,POSITIF,TOKOPEDIA,09/02/2020,February,2020,,,,,,,,,,,,,,,,,,,,,
1039,,,,,,,Aplikasinya sering eror bikin pusing susah bayar susah pencarian juga,,NEGATIF,TOKOPEDIA,14/02/2020,February,2020,,,,,,,,,,,,,,,,,,,,,
1040,,,,,,,nah loe toped napa kecolongan bgini,,NEGATIF,TOKOPEDIA,18/02/2020,February,2020,,,,,,,,,,,,,,,,,,,,,
1041,,,,,,,Asli ini ngeri gan,,NEGATIF,TOKOPEDIA,19/02/2020,February,2020,,,,,,,,,,,,,,,,,,,,,
1042,,,,,,,"haaah bisa kecolongan, banyak yg panik termsuk ane wakakka",,NEGATIF,TOKOPEDIA,09/03/2020,March,2020,,,,,,,,,,,,,,,,,,,,,
1043,,,,,,,"Mampuus lu.. tdk bertanggung jawab dana Triliyunan, tpi tdk bisa menjaga Data"" penting pelanggannya.. itu semberono namanya yg ad mlh merugikan pra pelanggan..",,NEGATIF,TOKOPEDIA,14/03/2020,March,2020,,,,,,,,,,,,,,,,,,,,,
1044,,,,,,,Terima kasih sudah membantu saya,,POSITIF,TOKOPEDIA,18/03/2020,March,2020,,,,,,,,,,,,,,,,,,,,,
1045,,,,,,,Harus ini bajingan orang yang bocorkan data di tokopedia,,NEGATIF,TOKOPEDIA,18/03/2020,March,2020,,,,,,,,,,,,,,,,,,,,,
1046,,,,,,,Bagus untuk semua orang ya...,,POSITIF,TOKOPEDIA,28/03/2020,March,2020,,,,,,,,,,,,,,,,,,,,,
1047,,,,,,,wah repot ini apa jangan2 punyaku juga kena ya...soalnya ane mau chat penguna selalu eror trs dan barang di keranjang g bisa dibuka trs di list juga g bisa dibuka..wah repot lagi ini..,,NEGATIF,TOKOPEDIA,04/04/2020,April,2020,,,,,,,,,,,,,,,,,,,,,
1048,,,,,,,Aku sukanya kalau ada cod...dan barangnya sesuai gambar setiap aku pesan...no tipu2.????????????????????????,,POSITIF,TOKOPEDIA,10/04/2020,April,2020,,,,,,,,,,,,,,,,,,,,,
1049,,,,,,,bahaya kalau bisa merembet kemana mana gan. sudahlah para hacker.. pensiunlah kalian,,NEGATIF,TOKOPEDIA,13/04/2020,April,2020,,,,,,,,,,,,,,,,,,,,,
1050,,,,,,,nanti kalo amit2 sdh hilang di telan corona.,,NEGATIF,TOKOPEDIA,18/04/2020,April,2020,,,,,,,,,,,,,,,,,,,,,
1051,,,,,,,jadi takut anjir gw jg pengguna,,NEGATIF,TOKOPEDIA,05/05/2020,May,2020,,,,,,,,,,,,,,,,,,,,,
1052,,,,,,,Kadang lemot banget.. tapi overall sudah baik..,,POSITIF,TOKOPEDIA,12/05/2020,May,2020,,,,,,,,,,,,,,,,,,,,,
1053,,,,,,,sangat membantu buat kaum mager keluar wkwk,,POSITIF,TOKOPEDIA,15/05/2020,May,2020,,,,,,,,,,,,,,,,,,,,,
1054,,,,,,,"Sejauh ini semua pesanan bagus, mudah2n kedepan pelayanan lebih matang lagi, lebih mantap lagi, lebih melindungi konsumen",,POSITIF,TOKOPEDIA,18/05/2020,May,2020,,,,,,,,,,,,,,,,,,,,,
1055,,,,,,,sudah langganan belanja disini,,POSITIF,TOKOPEDIA,21/05/2020,May,2020,,,,,,,,,,,,,,,,,,,,,
1056,,,,,,,Aku suka sekali,,POSITIF,TOKOPEDIA,25/05/2020,May,2020,,,,,,,,,,,,,,,,,,,,,
1057,,,,,,,kita bisa tuntut tokped harusnya ya klo data ampe bocor gitu..,,NEGATIF,TOKOPEDIA,25/05/2020,May,2020,,,,,,,,,,,,,,,,,,,,,
1058,,,,,,,"Loadingnya biasa agak lama, meski pakai wifi ataupun pakait data",,POSITIF,TOKOPEDIA,26/05/2020,May,2020,,,,,,,,,,,,,,,,,,,,,
1059,,,,,,,gak usah ngurusin perusahaan lain. urusin noh kartumu banyak yg komplain.,,NEGATIF,TOKOPEDIA,29/05/2020,May,2020,,,,,,,,,,,,,,,,,,,,,
1060,,,,,,,Pengalaman baru di era new normal.. Seru juga belanja di aplikasi ini,,POSITIF,TOKOPEDIA,31/05/2020,May,2020,,,,,,,,,,,,,,,,,,,,,
1061,,,,,,,bagus dan mantap,,POSITIF,TOKOPEDIA,02/06/2020,June,2020,,,,,,,,,,,,,,,,,,,,,
1062,,,,,,,waduh ane pengguna tokoijo,,NEGATIF,TOKOPEDIA,09/06/2020,June,2020,,,,,,,,,,,,,,,,,,,,,
1063,,,,,,,"Kelebihan: Barang yang dijual lengkap dari dalam sampai luat negeri ada. Proses pembayarannya mudah dan aman. Kekurangan: Sering loading lama banget cuman mau masukin barang ke keranjang.. padahal sudah di bersihkan chace nya :( **Tambahan: sudah versi terbaru plus clear chace admin, tapi masih aja lo...Ulasan Lengkap",,POSITIF,TOKOPEDIA,14/06/2020,June,2020,,,,,,,,,,,,,,,,,,,,,
1064,,,,,,,Penjilat es krim,,NEGATIF,TOKOPEDIA,17/06/2020,June,2020,,,,,,,,,,,,,,,,,,,,,
1065,,,,,,,sampai saat ini cukup bagus,,POSITIF,TOKOPEDIA,18/06/2020,June,2020,,,,,,,,,,,,,,,,,,,,,
1066,,,,,,,"kasihan yang seller, hasil jualan mereka kan gak langsung cair",,NEGATIF,TOKOPEDIA,19/06/2020,June,2020,,,,,,,,,,,,,,,,,,,,,
1067,,,,,,,jangan cuma garang nangkepin penulis baliho puan doang dong,,NEGATIF,TOKOPEDIA,20/06/2020,June,2020,,,,,,,,,,,,,,,,,,,,,
1068,,,,,,,Oke punya deh top,,POSITIF,TOKOPEDIA,27/06/2020,June,2020,,,,,,,,,,,,,,,,,,,,,
1069,,,,,,,"Masih jadi yang terbaik, dengan keamanan dan kenyamanan yang luar biasa",,POSITIF,TOKOPEDIA,02/07/2020,July,2020,,,,,,,,,,,,,,,,,,,,,
1070,,,,,,,"Lebih mudah memilih smw kebutuhan, banyak gratis ongkirY...",,POSITIF,TOKOPEDIA,03/07/2020,July,2020,,,,,,,,,,,,,,,,,,,,,
1071,,,,,,,Mantap..banyakin gratis ongkir,,POSITIF,TOKOPEDIA,06/07/2020,July,2020,,,,,,,,,,,,,,,,,,,,,
1072,,,,,,,Aplikasi belanja yang sangat efektif dan bermanfaat.,,POSITIF,TOKOPEDIA,11/07/2020,July,2020,,,,,,,,,,,,,,,,,,,,,
1073,,,,,,,"Belanja mudah, harga bersaing, bnyak voucher terutama free ongkir. tapi hrus teliti beli barang murah, heheh, kualitas sesuai harga",,POSITIF,TOKOPEDIA,13/07/2020,July,2020,,,,,,,,,,,,,,,,,,,,,
1074,,,,,,,Keren abis nih,,POSITIF,TOKOPEDIA,19/07/2020,July,2020,,,,,,,,,,,,,,,,,,,,,
1075,,,,,,,Respon cepat...ongkir harus lebih murah lagi,,POSITIF,TOKOPEDIA,20/07/2020,July,2020,,,,,,,,,,,,,,,,,,,,,
1076,,,,,,,"waduh bahaya
 ane ganti dlu dah pass punya ane",,NEGATIF,TOKOPEDIA,24/07/2020,July,2020,,,,,,,,,,,,,,,,,,,,,
1077,,,,,,,Waduh bahaya,,NEGATIF,TOKOPEDIA,05/08/2020,August,2020,,,,,,,,,,,,,,,,,,,,,
1078,,,,,,,"Kasi bintang 4 aja,soalnya saat masuk cari produk gd mau muncul.tolong diperbaiki donk.",,POSITIF,TOKOPEDIA,08/08/2020,August,2020,,,,,,,,,,,,,,,,,,,,,
1079,,,,,,,"Saldo sih gaada
 Tapi serem klo data pribadi dibuat yg engga²",,NEGATIF,TOKOPEDIA,10/08/2020,August,2020,,,,,,,,,,,,,,,,,,,,,
1080,,,,,,,"Hayoloh gimana dong ini, pindah toko sebelah dah",,NEGATIF,TOKOPEDIA,10/08/2020,August,2020,,,,,,,,,,,,,,,,,,,,,
1081,,,,,,,Iya dapet notif fb sama ig nih parah,,NEGATIF,TOKOPEDIA,12/08/2020,August,2020,,,,,,,,,,,,,,,,,,,,,
1082,,,,,,,"duh padahal marketplace kesayangann, beli apa2 disitu smua",,NEGATIF,TOKOPEDIA,14/08/2020,August,2020,,,,,,,,,,,,,,,,,,,,,
1083,,,,,,,Barang nya baguss,,POSITIF,TOKOPEDIA,20/08/2020,August,2020,,,,,,,,,,,,,,,,,,,,,
1084,,,,,,,Untung Ane ndak pakek aplikasi enih lagi...,,NEGATIF,TOKOPEDIA,21/08/2020,August,2020,,,,,,,,,,,,,,,,,,,,,
1085,,,,,,,Apakah kalau beli barang di sini harus share lokasi??? Soal nya gak pernah beli online,,POSITIF,TOKOPEDIA,30/08/2020,August,2020,,,,,,,,,,,,,,,,,,,,,
1086,,,,,,,Aplikasi bagus.. Sangat membantu..,,POSITIF,TOKOPEDIA,12/09/2020,September,2020,,,,,,,,,,,,,,,,,,,,,
1087,,,,,,,haduh serem....jadi gimana biar data kita aman ?,,NEGATIF,TOKOPEDIA,14/09/2020,September,2020,,,,,,,,,,,,,,,,,,,,,
1088,,,,,,,Belanja online lebih mudah,,POSITIF,TOKOPEDIA,15/09/2020,September,2020,,,,,,,,,,,,,,,,,,,,,
1089,,,,,,,Waduh cilaka neh,,NEGATIF,TOKOPEDIA,25/09/2020,September,2020,,,,,,,,,,,,,,,,,,,,,
1090,,,,,,,Lumayan okelaa,,POSITIF,TOKOPEDIA,06/10/2020,October,2020,,,,,,,,,,,,,,,,,,,,,
1091,,,,,,,kok ga ada kode pos kota/kelurahan tertentu ya?,,POSITIF,TOKOPEDIA,14/10/2020,October,2020,,,,,,,,,,,,,,,,,,,,,
1092,,,,,,,ah goblok gimana sih masa bocor!!!,,NEGATIF,TOKOPEDIA,15/10/2020,October,2020,,,,,,,,,,,,,,,,,,,,,
1093,,,,,,,Manajemen negara amburadul. Sementara konflik militer indocina vs indopasifik makin mendekati masa genting. Mungkin memang niatnya penguasa negara mengorbankan rakyat demi nyawa keluarga 'tukang' yang cuma segelintir,,NEGATIF,TOKOPEDIA,16/10/2020,October,2020,,,,,,,,,,,,,,,,,,,,,
1094,,,,,,,"Mempermudah belanja,,,,sayakn orangnya jarang kemana""",,POSITIF,TOKOPEDIA,26/10/2020,October,2020,,,,,,,,,,,,,,,,,,,,,
1095,,,,,,,Bagus banget aplikasinya,,POSITIF,TOKOPEDIA,02/11/2020,November,2020,,,,,,,,,,,,,,,,,,,,,
1096,,,,,,,Blokir/Uninstall tokopedia.,,NEGATIF,TOKOPEDIA,02/11/2020,November,2020,,,,,,,,,,,,,,,,,,,,,
1097,,,,,,,Bagus hanya saja kadang suka loading lama,,POSITIF,TOKOPEDIA,19/11/2020,November,2020,,,,,,,,,,,,,,,,,,,,,
1098,,,,,,,"njirrr,data gw,no kartu,email,saldo gw d toped gmn nh,ikut kabur gak ????????",,NEGATIF,TOKOPEDIA,23/11/2020,November,2020,,,,,,,,,,,,,,,,,,,,,
1099,,,,,,,Biarkan evolution by natural selection berjalan & mengambil korbannya.,,NEGATIF,TOKOPEDIA,09/12/2020,December,2020,,,,,,,,,,,,,,,,,,,,,
1100,,,,,,,lumamayan membantu untuk beli barang gak usah pergi2 tingal pesan sajah pengiriman jga cepAtt...,,POSITIF,TOKOPEDIA,10/12/2020,December,2020,,,,,,,,,,,,,,,,,,,,,
1101,,,,,,,mampus lu,,NEGATIF,TOKOPEDIA,12/12/2020,December,2020,,,,,,,,,,,,,,,,,,,,,
1102,,,,,,,"Sebenarnya lumayan bagus, cuma semakin lama dibuka semakin lambat",,POSITIF,TOKOPEDIA,15/12/2020,December,2020,,,,,,,,,,,,,,,,,,,,,
1103,,,,,,,alhamdulillah aplikasi yang amanah,,POSITIF,TOKOPEDIA,23/12/2020,December,2020,,,,,,,,,,,,,,,,,,,,,
1104,,,,,,,"Bagus banget,tapi kadang kadang loading terus",,POSITIF,TOKOPEDIA,17/01/2021,January,2021,,,,,,,,,,,,,,,,,,,,,
1105,,,,,,,"sampah sampah cyber itu memang berkelompok... harus di tangkap kelompoknya, bukan individu, atau malah blokir website wkwkwkw",,NEGATIF,TOKOPEDIA,18/01/2021,January,2021,,,,,,,,,,,,,,,,,,,,,
1106,,,,,,,Untung gak pernah belanja di tokopedia.,,NEGATIF,TOKOPEDIA,18/01/2021,January,2021,,,,,,,,,,,,,,,,,,,,,
1107,,,,,,,Harga produk bagus Produk original,,POSITIF,TOKOPEDIA,19/01/2021,January,2021,,,,,,,,,,,,,,,,,,,,,
1108,,,,,,,Selama ini barang yang dicari selalu ada,,POSITIF,TOKOPEDIA,24/01/2021,January,2021,,,,,,,,,,,,,,,,,,,,,
1109,,,,,,,waww mengerikan,,NEGATIF,TOKOPEDIA,03/02/2021,February,2021,,,,,,,,,,,,,,,,,,,,,
1110,,,,,,,Waduhhh.. bocorrrr.. hmmmmm parah jugaaa,,NEGATIF,TOKOPEDIA,03/02/2021,February,2021,,,,,,,,,,,,,,,,,,,,,
1111,,,,,,,Senang sekali,,POSITIF,TOKOPEDIA,15/02/2021,February,2021,,,,,,,,,,,,,,,,,,,,,
1112,,,,,,,Wah.. saya bocor di 3 platform.. pakein No Drop aja kak?,,NEGATIF,TOKOPEDIA,19/02/2021,February,2021,,,,,,,,,,,,,,,,,,,,,
1113,,,,,,,Bajigur emang. Paling males tuh data kita yang diperjualbelikan seharga $5000. Password masih bisa diganti2 tapi data diri itu lho takutnya salah digunakan.,,NEGATIF,TOKOPEDIA,25/02/2021,February,2021,,,,,,,,,,,,,,,,,,,,,
1114,,,,,,,Waduhh....,,NEGATIF,TOKOPEDIA,01/03/2021,March,2021,,,,,,,,,,,,,,,,,,,,,
1115,,,,,,,Memuaskan selama ini,,POSITIF,TOKOPEDIA,04/03/2021,March,2021,,,,,,,,,,,,,,,,,,,,,
1116,,,,,,,bagus..... banget nget nget tapi ongkir ny suka ada yang mahal²,,POSITIF,TOKOPEDIA,13/03/2021,March,2021,,,,,,,,,,,,,,,,,,,,,
1117,,,,,,,"Bahaya nih.
 
 Tapi ntar dulu ganti password.",,NEGATIF,TOKOPEDIA,13/03/2021,March,2021,,,,,,,,,,,,,,,,,,,,,
1118,,,,,,,"Dan aku salah satu pengguna.
 
 Kampret",,NEGATIF,TOKOPEDIA,15/03/2021,March,2021,,,,,,,,,,,,,,,,,,,,,
1119,,,,,,,Harga murah . cepat sampai.banyakin gratis ongkir jangan mahal2 ongkirnya biar yang belanja lebih bnyak,,POSITIF,TOKOPEDIA,18/03/2021,March,2021,,,,,,,,,,,,,,,,,,,,,
1120,,,,,,,Udah seminggu baru 6 pesan spam,,NEGATIF,TOKOPEDIA,26/03/2021,March,2021,,,,,,,,,,,,,,,,,,,,,
1121,,,,,,,"Gw pngguna tokoped sbgai konsumen.. Jadi khawatir juga, email dan hp pribadi di gunakan di stu .",,NEGATIF,TOKOPEDIA,29/03/2021,March,2021,,,,,,,,,,,,,,,,,,,,,
1122,,,,,,,anjir. kok toped kena,,NEGATIF,TOKOPEDIA,02/04/2021,April,2021,,,,,,,,,,,,,,,,,,,,,
1123,,,,,,,Aplikasi sangat bagus dan banyak bonus??,,POSITIF,TOKOPEDIA,03/04/2021,April,2021,,,,,,,,,,,,,,,,,,,,,
1124,,,,,,,"Say termasuk pengguna Tokopedia&say salh satu korban hacker jg.. HACKER=>COVID19 (sama2 bahayanya) 
 orang sehat bisa tertular &bisa menularkan dikarnkn hasut di hasutkan...",,NEGATIF,TOKOPEDIA,06/04/2021,April,2021,,,,,,,,,,,,,,,,,,,,,
1125,,,,,,,"Wah, jgn2 punya ane juga nih",,NEGATIF,TOKOPEDIA,29/04/2021,April,2021,,,,,,,,,,,,,,,,,,,,,
1126,,,,,,,yg bikin ngeri kan klo pernah transaksi pake kartu kredit,,NEGATIF,TOKOPEDIA,09/05/2021,May,2021,,,,,,,,,,,,,,,,,,,,,
1127,,,,,,,otw unistal tokepedia,,NEGATIF,TOKOPEDIA,18/05/2021,May,2021,,,,,,,,,,,,,,,,,,,,,
1128,,,,,,,Sangat memuaskan,,POSITIF,TOKOPEDIA,19/05/2021,May,2021,,,,,,,,,,,,,,,,,,,,,
1129,,,,,,,"apa lagi diriku,
 mau download apl nya aja males",,NEGATIF,TOKOPEDIA,19/05/2021,May,2021,,,,,,,,,,,,,,,,,,,,,
1130,,,,,,,"dulu juga pernah toped kena hack, dah lama juga..ini muncul lagi,",,NEGATIF,TOKOPEDIA,23/05/2021,May,2021,,,,,,,,,,,,,,,,,,,,,
1131,,,,,,,Gratis ongkirnya suka hilang hilang cuma itu yang kurang aku suka jadi kasih bintang 4 saja dulu,,POSITIF,TOKOPEDIA,25/05/2021,May,2021,,,,,,,,,,,,,,,,,,,,,
1132,,,,,,,Kecewa Katanya gratis ongkir . Ternyata mahalnya. Gak bisa bayar di tempat pula,,NEGATIF,TOKOPEDIA,27/05/2021,May,2021,,,,,,,,,,,,,,,,,,,,,
1133,,,,,,,Aplikasi terbaik tapi coba deh buat flash salenya dibanyakin stoknya suka ga dapat,,POSITIF,TOKOPEDIA,27/05/2021,May,2021,,,,,,,,,,,,,,,,,,,,,
1134,,,,,,,"wah kacau gan, emang bahaya sih nyimpan hal-hal pribadi apalagi privasi,
 
 semoga cepet membaik dah ya gan,",,NEGATIF,TOKOPEDIA,06/06/2021,June,2021,,,,,,,,,,,,,,,,,,,,,
1135,,,,,,,"Faakk, semuanya diroasting bangkee",,NEGATIF,TOKOPEDIA,12/06/2021,June,2021,,,,,,,,,,,,,,,,,,,,,
1136,,,,,,,"pengiriman ok ,kurirnya ok ok .",,POSITIF,TOKOPEDIA,15/06/2021,June,2021,,,,,,,,,,,,,,,,,,,,,
1137,,,,,,,Asalamualaikum Ini aplikasi bagus banget tapi saya blom tau soalnya HP saya Kentang jadi kalo Login nya lama banget tapi aplikasi nya kaga salah kok yang salah cuma HP Gw doank Thank's you,,POSITIF,TOKOPEDIA,18/06/2021,June,2021,,,,,,,,,,,,,,,,,,,,,
1138,,,,,,,Si Piring ini dari dulu ga bisa kerja apa ya?,,NEGATIF,TOKOPEDIA,20/06/2021,June,2021,,,,,,,,,,,,,,,,,,,,,
1139,,,,,,,"Bagus,untuk saat ini pelayanannya cukup puas,barang yang di pesan sesuai,cuma sampainya estimasi pengiriman agak lama,1 minggu??",,POSITIF,TOKOPEDIA,23/06/2021,June,2021,,,,,,,,,,,,,,,,,,,,,
1140,,,,,,,"waduh,,,",,NEGATIF,TOKOPEDIA,24/06/2021,June,2021,,,,,,,,,,,,,,,,,,,,,
1141,,,,,,,Bagus banget aplikasinya....tapi agak sedikit bermasalah saat memesan barang,,POSITIF,TOKOPEDIA,02/07/2021,July,2021,,,,,,,,,,,,,,,,,,,,,
1142,,,,,,,"waduh, mana ane sering transaksi di tokped lg",,NEGATIF,TOKOPEDIA,13/07/2021,July,2021,,,,,,,,,,,,,,,,,,,,,
1143,,,,,,,ngeri bgt ni kudu diusut. smg platform lain aman,,NEGATIF,TOKOPEDIA,14/07/2021,July,2021,,,,,,,,,,,,,,,,,,,,,
1144,,,,,,,Saham turun juga nih pastinya,,NEGATIF,TOKOPEDIA,15/07/2021,July,2021,,,,,,,,,,,,,,,,,,,,,
1145,,,,,,,untuk sekarang puas banget..,,POSITIF,TOKOPEDIA,20/07/2021,July,2021,,,,,,,,,,,,,,,,,,,,,
1146,,,,,,,Makanya aku males up KTP dll.. pernah punya tokped tp udah gak jualan lagi aku un-install,,NEGATIF,TOKOPEDIA,23/07/2021,July,2021,,,,,,,,,,,,,,,,,,,,,
1147,,,,,,,Barang sesuai gambar...,,POSITIF,TOKOPEDIA,29/07/2021,July,2021,,,,,,,,,,,,,,,,,,,,,
1148,,,,,,,"Ojo kagetan, ojo gumunan... semua bisa terjadi di era rezim kardus ini",,NEGATIF,TOKOPEDIA,12/08/2021,August,2021,,,,,,,,,,,,,,,,,,,,,
1149,,,,,,,"lumayan membantu, cuma sayang, produk &gambar nya terkadang berbeda jauh,,,, ekspektasi nya tidak seindah kenyataan....",,POSITIF,TOKOPEDIA,15/08/2021,August,2021,,,,,,,,,,,,,,,,,,,,,
1150,,,,,,,Wihhhh.. serem jugaaa hmmmmm..,,NEGATIF,TOKOPEDIA,18/08/2021,August,2021,,,,,,,,,,,,,,,,,,,,,
1151,,,,,,,"Aplikasinya si oke yah, pesenan juga lancar aja. Cuma sekarang ko koin hasil belanjanya malah ditarik karena spam. Padahal saya selalu kasih bintang 5 dan review jujur bagus bagus:)) ini kenapa ko bisa gini",,POSITIF,TOKOPEDIA,20/08/2021,August,2021,,,,,,,,,,,,,,,,,,,,,
1152,,,,,,,"waduh bahaya ini apalagi kalau ada investasi di sono
 
 
 
 
 kacau, semoga ada kompensasi lah",,NEGATIF,TOKOPEDIA,21/08/2021,August,2021,,,,,,,,,,,,,,,,,,,,,
1153,,,,,,,"klo ane males pake tokped...ribet n ga nyaman transaksinya, mending juga shopee",,NEGATIF,TOKOPEDIA,25/08/2021,August,2021,,,,,,,,,,,,,,,,,,,,,
1154,,,,,,,waduh mesti ganti password nih,,NEGATIF,TOKOPEDIA,27/08/2021,August,2021,,,,,,,,,,,,,,,,,,,,,
1155,,,,,,,Aplikasi sangat bagus dan banyak bonus??,,POSITIF,TOKOPEDIA,03/09/2021,September,2021,,,,,,,,,,,,,,,,,,,,,
1156,,,,,,,"toped banyak pedagang boongan.
 
 ga pernah disweeping sama topednya sendiri.",,NEGATIF,TOKOPEDIA,07/09/2021,September,2021,,,,,,,,,,,,,,,,,,,,,
1157,,,,,,,Semoga kedepanya semakin ok.,,POSITIF,TOKOPEDIA,17/09/2021,September,2021,,,,,,,,,,,,,,,,,,,,,
1158,,,,,,,"Mantap, banyak discount & free ongkir",,POSITIF,TOKOPEDIA,05/10/2021,October,2021,,,,,,,,,,,,,,,,,,,,,
1159,,,,,,,ane langsung tarik saldo tokped baca trit ini ??,,NEGATIF,TOKOPEDIA,05/10/2021,October,2021,,,,,,,,,,,,,,,,,,,,,
1160,,,,,,,"Hajar aja, masa gk bisa bikin aman pelanggannya.. Nih >",,NEGATIF,TOKOPEDIA,06/10/2021,October,2021,,,,,,,,,,,,,,,,,,,,,
1161,,,,,,,Untuk sampai saat ini masih bagus .. Pertahankan yah.,,POSITIF,TOKOPEDIA,15/10/2021,October,2021,,,,,,,,,,,,,,,,,,,,,
1162,,,,,,,"Wadduh,,cek email kena juga,.gk aman,,trus gmn gan? Ganti pasword email??",,NEGATIF,TOKOPEDIA,24/10/2021,October,2021,,,,,,,,,,,,,,,,,,,,,
1163,,,,,,,"wah bahaya jualan database,orang dalem neh",,NEGATIF,TOKOPEDIA,05/11/2021,November,2021,,,,,,,,,,,,,,,,,,,,,
1164,,,,,,,Saya saranin bisa bayar di tempat :),,POSITIF,TOKOPEDIA,13/11/2021,November,2021,,,,,,,,,,,,,,,,,,,,,
1165,,,,,,,mampussss sok sokan pake ovo segala siii...,,NEGATIF,TOKOPEDIA,15/11/2021,November,2021,,,,,,,,,,,,,,,,,,,,,
1166,,,,,,,Lebih banyak gratis ongkir nya..,,POSITIF,TOKOPEDIA,16/11/2021,November,2021,,,,,,,,,,,,,,,,,,,,,
1167,,,,,,,"dahlah ya, entah data ane udah kesebar kemana mana.
 
 huft, yg bikin panik itu PINJAMAN ONLINE, tau2 ada notif minjem duit. Fuxek",,NEGATIF,TOKOPEDIA,17/11/2021,November,2021,,,,,,,,,,,,,,,,,,,,,
1168,,,,,,,warning buat penyedia layanan dan pengguna biar lebih di tingkatkan keamanan data penggunanya.,,NEGATIF,TOKOPEDIA,22/11/2021,November,2021,,,,,,,,,,,,,,,,,,,,,
1169,,,,,,,untung sdh pindah ke si oren,,NEGATIF,TOKOPEDIA,25/11/2021,November,2021,,,,,,,,,,,,,,,,,,,,,
1170,,,,,,,"Sudah kuduga, akhirnyaaaaa startup asli indonesiaaaa gulung tikar semua. Bukannya malah melindungi dan mendukung untuk bisa expand ke luar negeri",,NEGATIF,TOKOPEDIA,26/11/2021,November,2021,,,,,,,,,,,,,,,,,,,,,
1171,,,,,,,Suka banget deh,,POSITIF,TOKOPEDIA,03/12/2021,December,2021,,,,,,,,,,,,,,,,,,,,,
1172,,,,,,,Ngeri ini,,NEGATIF,TOKOPEDIA,10/12/2021,December,2021,,,,,,,,,,,,,,,,,,,,,
1173,,,,,,,Pelayanannya sangat memuaskan,,POSITIF,TOKOPEDIA,15/12/2021,December,2021,,,,,,,,,,,,,,,,,,,,,
1174,,,,,,,Di roasting semua njir,,NEGATIF,TOKOPEDIA,27/12/2021,December,2021,,,,,,,,,,,,,,,,,,,,,
